DOT TRANSIT GRANTS-TOWNSHIP,2006-01-18,2007-01-09,Session Sine Die
DHS-MI OLMSTEAD INITIATIVE,2005-02-16,2007-01-09,Session Sine Die
HUG A PRINCIPAL DAY,2006-02-16,2006-04-19,Resolution Adopted
IEPA - NO ANONYMOUS COMPLAINTS,2006-01-04,2007-01-09,Session Sine Die
BANKING-CREDIT PRODUCTS,2005-02-25,2007-01-09,Session Sine Die
CONGRATS CENTRAL SCHOOL,2006-03-28,2006-03-29,Resolution Adopted
SCH CD-INDOOR AIR-FAC QUALITY,2005-02-02,2007-01-09,Session Sine Die
ENCOURAGE SCHOOL RECYCLING,2006-03-15,2006-05-03,Resolution Adopted 112-000-000
AGING-ELDER ABUSE & NEGLECT,2005-02-25,2007-01-09,Session Sine Die
SUPPORTS NATL FAMILY WEEK,2006-11-14,2006-11-30,Resolution Adopted
METH SITES-BOARD OF ED,2005-02-23,2007-01-09,Session Sine Die
SCH CD-LIFE SAFETY TAXES/BONDS,2005-12-22,2007-01-09,Session Sine Die
ANIMAL WELFARE-CARETAKER,2005-02-01,2007-01-09,Session Sine Die
ENSURING SUCCESS IN SCHOOL,2005-02-25,2007-01-09,Session Sine Die
CLONING & STEM CELL RESEARCH,2005-02-02,2007-01-09,Session Sine Die
MED PAT RT ACT-CLINICAL TRIAL,2005-02-10,2005-03-10,Tabled By Sponsor Rep. Karen May
REAL ESTATE APPRAISER-DFPR REG,2006-01-26,2007-01-09,Session Sine Die
EPA-ELECTRONIC WASTE DISPOSAL,2005-02-25,2007-01-09,Session Sine Die
ALTERNATE FUELS-NOTICE,2005-02-16,2007-01-09,Session Sine Die
DIGITAL GOVT TASK FORCE,2005-02-07,2005-03-15,Resolution Adopted 117-000-000
SCH CD-GIFTED EDUCATION,2005-02-02,2005-07-08,Public Act . . . . . . . . . 94-0151
EDUCATION-TECH,2006-01-19,2007-01-09,Session Sine Die
CLEAN AIR AND ASTHMA AWARENESS,2005-03-08,2005-05-03,Added Chief Co-Sponsor Rep. Roger Jenisch
SCHL CD-SCHOOL-PARENT COMPACT,2005-02-08,2007-01-09,Session Sine Die
CONGRATS J MICHAEL CALLAHAN,2006-10-04,2006-11-14,Resolution Adopted
EDUCATION-TECH,2005-02-22,2005-11-09,Public Act . . . . . . . . . 94-0690
4-H DAY AT THE CAPITOL,2005-03-09,2005-05-20,Resolution Adopted
HEALTH-TECH,2005-02-18,2007-01-09,Session Sine Die
COMP HEALTH EDUC-NUTRITION,2005-02-10,2007-01-09,Session Sine Die
SAFETY-TECH,2006-01-20,2007-01-09,Session Sine Die
TECH RESCUE TEAM REIMBURSEMENT,2005-02-24,2007-01-09,Session Sine Die
BROM FIRE RETARDANT PREVEN ACT,2005-02-18,2005-07-01,Public Act . . . . . . . . . 94-0100
ENVIRONMENT-TECH,2005-02-14,2007-01-09,Session Sine Die
REGULATION-TECH,2005-02-18,2007-01-09,Session Sine Die
REENTRY PROGRAM-FELONS,2005-02-17,2005-07-29,Public Act . . . . . . . . . 94-0383
WESTCHESTER LIBRARY 50TH ANNIV,2006-07-07,2006-11-14,Resolution Adopted
DISABILITY SERVICES ACT,2006-01-12,2007-01-09,Session Sine Die
MOLD REMEDIATION REGISTRATION,2006-01-04,2006-01-31,Tabled By Sponsor Rep. Thomas Holbrook
CONCERN MENOMINEE CASINO HARM,2005-10-31,2007-01-09,Session Sine Die
HEALTH CARE WORKPLACE VIOLENCE,2005-01-25,2005-07-28,Public Act . . . . . . . . . 94-0347
COAL COMBUSTION BY-PRODUCT,2005-02-25,2005-06-21,Public Act . . . . . . . . . 94-0066
SAFETY-TECH,2005-01-27,2007-01-09,Session Sine Die
SCH CD-TEACH-CONT ED-FIRST AID,2005-02-08,2005-04-05,Added Co-Sponsor Rep. John E. Bradley
CONSTR SITE TEMP RESTROOM ACT,2004-12-16,2005-06-17,Public Act . . . . . . . . . 94-0042
SEX OFFENDER LOSE CHILD CUSTDY,2006-01-27,2007-01-09,Session Sine Die
EPA - CONTAMINANT RELEASES,2005-01-28,2007-01-09,Session Sine Die
LANDSCAPE ARCHITECT-LICENSURE,2006-01-20,2007-01-09,Session Sine Die
EDUCATION-TECH,2006-01-24,2007-01-09,Session Sine Die
RAILROAD MOBILE CAMPS ACT,2006-01-25,2007-01-09,Session Sine Die
ADOPTION ACT UNFIT PERSON,2006-01-20,2006-06-26,Public Act . . . . . . . . . 94-0939
ALTERNATE FUELS - GRANTS,2005-02-01,2007-01-09,Session Sine Die
METH-ANHYDROUS AMMONIA,2007-02-07,2007-10-31,Public Act . . . . . . . . . 95-0690
MEMORIAL SGT RODNEY T MILLER,2006-11-01,2006-11-16,Resolution Adopted
CONSERVATION-TECH,2005-02-18,2007-01-09,Session Sine Die
ENVIRONMENT-TECH,2005-02-14,2007-01-09,Session Sine Die
AGING-ELDERCARE OPTIONS-SRVCS,2006-01-20,2007-01-09,Session Sine Die
DOMESTIC VIOLENCE,2006-01-27,2007-01-09,Session Sine Die
HAZARDOUS MAT-NATURAL GAS,2007-02-16,2009-01-13,Session Sine Die
CRIM CD&METH-VETERANS,2007-02-21,2009-01-13,Session Sine Die
FINANCE-BROADBAND,2007-02-23,2009-01-13,Session Sine Die
CONGRATS-MOLLY MELCHING,2008-09-22,2008-09-23,Resolution Adopted
ELECTRICITY NET METERING,2007-02-08,2007-08-24,Public Act . . . . . . . . . 95-0420
ETHICS-LOBBYING,2006-12-05,2009-01-13,Session Sine Die
GREAT LAKES INTERSTATE COMPACT,2007-01-23,2007-08-17,Public Act . . . . . . . . . 95-0238
ELECTRIC NET ENERGY METERING,2007-02-08,2009-01-13,Session Sine Die
SENATE-RULES 94TH GA,2005-01-12,2005-01-12,Resolution Adopted; 030-027-000
WAIVE 730 AREA CODE OVERLAY,2005-05-28,2005-05-30,Resolution Adopted
ENVIRONMENT-TECH,2005-02-14,2007-01-09,Session Sine Die
STEP-TEMBER AMER ON MOVE,2006-08-23,2006-11-14,Resolution Adopted
DISABILITY SERVICES ACT,2006-01-27,2007-01-09,Session Sine Die
GAS STORAGE ACT-ABOVEGROUND,2005-02-17,2007-01-09,Session Sine Die
EPA - ASBESTOS DUMPING,2005-01-26,2005-07-21,Public Act . . . . . . . . . 94-0286
MEMORIAL RODNEY T MILLER,2006-06-05,2006-11-14,Resolution Adopted
IDPH-AGING-WEB SITE-INFORMATN,2005-02-25,2007-01-09,Session Sine Die
ENVIRONMENT-TECH,2005-02-14,2007-01-09,Session Sine Die
SCH CD-SAFETY TAX-TRAFFIC,2006-01-19,2007-01-09,Session Sine Die
LOCAL LEGACY ACT,2005-02-04,2005-02-16,Tabled By Sponsor Rep. Kathleen A. Ryg
SAFETY-TECH,2007-02-09,2009-01-13,Session Sine Die
REGULATION-TECH,2008-02-15,2009-01-13,Session Sine Die
FETAL ALCHL SPECTRUM DISORDERS,2007-03-27,2009-01-13,Session Sine Die
CONGRATS - LABORERS LOCAL 751,2008-01-23,2008-05-31,Resolution Adopted
E85 ENCOURAGEMENT PROGRAM,2007-02-07,2009-01-13,Session Sine Die
OFFICIAL MATHEMATICA DAY,2008-05-06,2009-01-13,Session Sine Die
CONGRATS - REP. AARON SCHOCK,2009-01-07,2009-01-08,Resolution Adopted
NATIONAL MARINA DAY,2007-06-05,2007-06-29,Resolution Adopted 087-000-000
CHIP-ACUPUNCTURE,2008-01-10,2009-01-13,Session Sine Die
ALTERNATE FUELS-NOTICE,2007-02-21,2009-01-13,Session Sine Die
STATE GOVERNMENT-TECH,2007-01-24,2009-01-13,Session Sine Die
REAL ESTATE APPRAISER LIC-MISC,2008-02-13,2009-01-13,Session Sine Die
CONGRATS-ROY MARTIN,2007-03-07,2007-03-08,Resolution Adopted
EDUCATION-TECH,2007-02-26,2008-06-03,House Floor Amendment No. 1 Tabled
HEALTH FACILITIES-TASK FORCE,2008-02-13,2008-07-31,Public Act . . . . . . . . . 95-0771
EDUCATION-TECH,2007-02-26,2009-01-13,Session Sine Die
CIVIL LAW-TECH,2007-02-26,2009-01-13,Session Sine Die
4-H DAY AT THE CAPITOL,2007-04-24,2007-05-18,Resolution Adopted
CONGRATS - IRA COLLINS,2007-05-30,2007-05-31,Resolution Adopted
ELECTRONIC SCRAP RECYCLING,2007-02-09,2009-01-13,Session Sine Die
ANTIFREEZE BITTERING ACT,2007-01-03,2009-01-13,Session Sine Die
TEACHR OF THE YEAR-NAME CHANGE,2008-02-13,2009-01-13,Session Sine Die
NET METERING PILOT PROGRAMS,2007-01-31,2009-01-13,Session Sine Die
MEMORIAL-RAY CHRISTENSEN,2008-04-28,2008-05-21,Added Chief Co-Sponsor Rep. Careen M Gordon
EPA-COAL COMBUSTION BY-PRODUCT,2008-02-15,2009-01-13,Session Sine Die
AGRICULTURE-TECH,2007-02-26,2009-01-13,Session Sine Die
RECOGNIZES-REP KRAUSE,2009-01-07,2009-01-13,Resolution Adopted
RENEWABLE MOTOR FUELS ACT,2007-02-23,2009-01-13,Session Sine Die
EDUCATION-TECH,2007-02-27,2009-01-13,Session Sine Die
CHIP-MASTECTOMY,2008-01-10,2009-01-13,Session Sine Die
DCFS-JUV CT-FAMILY PRESERVATN,2008-02-15,2009-01-13,Session Sine Die
GLOBAL WARMING-TECH,2008-02-14,2009-01-13,Session Sine Die
USED VEHICLE BUYER PROTECTION,2007-01-30,2009-01-13,Session Sine Die
EPA-COAL COMBUSTION BY-PRODUCT,2007-11-07,2009-01-13,Session Sine Die
PREMATURE AWARENESS MONTH,2008-11-18,2009-01-13,Session Sine Die
ILLINOIS FINANCE-LOANS-BONDS,2007-02-21,2009-01-13,Session Sine Die
CONGRATS-AARP 50TH,2008-04-09,2008-04-10,Resolution Adopted
RECYCLE-FLUORESCENT LAMPS,2008-05-15,2009-01-13,Session Sine Die
EAST ST LOUIS DEVELOPMENT ACT,2007-02-22,2009-01-13,Session Sine Die
SCH REPORT CARD-LEAD-CHICAGO,2016-12-21,2019-01-08,Session Sine Die
CONSERVATION-TECH,2017-01-24,2019-01-09,Session Sine Die
EPA-MERCURY REDUCTION,2008-02-14,2009-01-13,Session Sine Die
CAPITAL PROGRAM-HWY-TRANSIT-ED,2008-05-07,2009-01-13,Session Sine Die
ENVIRONMENTAL BARRIERS-STAIRS,2018-02-05,2019-01-08,Session Sine Die
SCHOOLS-GREEN CLEANING,2007-02-07,2007-08-13,Public Act . . . . . . . . . 95-0084
AGRICULTURE-TECH,2007-02-26,2009-01-13,Session Sine Die
BALLOT INITIATIVE ENVIRONMENT,2007-02-23,2009-01-13,Session Sine Die
BONDS-LOCAL GOV-WASTEWATER,2007-02-27,2009-01-13,Session Sine Die
JUV CT-FAMILY PRESERVATN SRVCS,2007-02-16,2009-01-13,Session Sine Die
REGULATION-TECH,2008-02-07,2009-01-13,Session Sine Die
SCH CD-FOOD ALLERGY GUIDELINES,2008-02-14,2009-01-13,Session Sine Die
HUMAN RTS-SEX HARASSMENT-EDUC,2007-02-14,2007-10-25,Bill Dead - No Positive Action Taken - Amendatory Veto
EPA-FOSSIL FUEL EMISSIONS,2007-02-09,2007-08-27,Public Act . . . . . . . . . 95-0460
SAFETY-TECH,2007-02-08,2009-01-13,Session Sine Die
MUNI CD-TIF,2007-02-09,2009-01-13,Session Sine Die
UNIFORM ENVIRONMENTAL COVENANT,2008-02-14,2008-08-15,Public Act . . . . . . . . . 95-0845
ENERGY EFFICIENT STATE AGENCY,2007-02-21,2007-08-30,Public Act . . . . . . . . . 95-0559
SAFETY-TECH,2007-02-08,2009-01-13,Session Sine Die
EMPLOYMENT-SAFETY,2007-02-23,2007-09-17,Public Act . . . . . . . . . 95-0623
REGULATION-TECH,2007-02-07,2009-01-13,Session Sine Die
EPA-LUST-CORRECTIVE ACTION,2008-02-14,2009-01-13,Session Sine Die
PROCLAIMS CHILDRENS DAY,2007-04-18,2007-06-14,Resolution Adopted
CONGRATS - JOHN NOVINSON,2008-04-08,2008-04-09,Resolution Adopted
COUNTY JAIL-MEDICAL EXPENSES,2008-02-07,2008-08-15,Public Act . . . . . . . . . 95-0842
PUB HEALTH-BIOMONITORING,2007-02-06,2007-08-13,Public Act . . . . . . . . . 95-0074
MATH/SCI ACADEMY-I-CONNECT,2007-02-22,2009-01-13,Session Sine Die
SAFETY-TECH,2008-02-06,2009-01-13,Session Sine Die
HOSPITAL-NURSE STAFFING PLAN,2007-02-07,2009-01-13,Session Sine Die
WELCOMES S.AFRICA DELEGATION,2007-04-17,2007-04-18,Resolution Adopted
ALTERNATE FUELS-NOTICE,2007-02-07,2009-01-13,Session Sine Die
EDUCATION-TECH,2007-02-26,2009-01-13,Session Sine Die
MEMORIAL-WILLIAM SHAW,2008-12-15,2008-12-16,Resolution Adopted
GROW YOUR OWN TEACHER-MISC,2007-02-08,2007-08-27,Public Act . . . . . . . . . 95-0476
LAKE VILLA FIRE DPT 75 YRS,2008-05-13,2008-05-14,Resolution Adopted
CONGRATS-SHIRLEY ANTWI-BARFI,2007-06-27,2007-06-28,Resolution Adopted
BONDS-LOCAL GOV-WASTEWATER,2008-02-13,2009-01-13,Session Sine Die
STRUCTURAL PEST CONT-REENACT,2008-01-11,2008-08-07,Public Act . . . . . . . . . 95-0786
CHILDREN-TECH,2007-02-08,2009-01-13,Session Sine Die
DISSOL-VIRTUAL CHILD VISITATON,2007-02-23,2009-01-13,Session Sine Die
CHILD NEGLECT-NO RETURN HOME,2007-01-31,2007-08-27,Public Act . . . . . . . . . 95-0443
JUV CT-TERMINATE PARENT RIGHTS,2008-02-13,2009-01-13,Session Sine Die
CONGRATS-REP. JOHN CAVALETTO,2018-11-26,2018-11-29,Resolution Adopted
DCFS-FICTIVE KIN,2017-02-09,2017-08-11,Public Act . . . . . . . . . 100-0101
EDUCATION-TECH,2008-02-08,2009-01-13,Session Sine Die
HONORS-ABATE SOUTHERN FREEDOM,2008-07-16,2008-08-13,Resolution Adopted
MILITARY PERSONNEL-TECH,2008-02-14,2009-01-13,Session Sine Die
SCHOOL DIVERSITY - CHICAGO,2017-04-26,2017-06-25,Added Co-Sponsor Rep. Camille Y. Lilly
ANIMALS-CHEMICAL CONTAMINATION,2007-02-08,2007-08-14,Public Act . . . . . . . . . 95-0179
JUV CT-MINOR-COUNSEL,2008-02-13,2009-01-13,Session Sine Die
MWRD-TITLES,2008-02-14,2009-01-13,Session Sine Die
MNTL HLTH-INVOLUNTARY TREATMNT,2007-02-27,2007-08-14,Public Act . . . . . . . . . 95-0172
EDUCATION-TECH,2007-02-27,2009-01-13,Session Sine Die
NET METERING-COGENERATION,2008-02-15,2009-01-13,Session Sine Die
MEMORIAL CARL NELS BECKER,2007-02-06,2007-03-02,Adopted Both Houses
RADIOACTIVE WASTE TASK GROUP,2017-02-09,2019-01-09,Session Sine Die
SCH CD-COURSE REQ-BUSES-NURSE,2017-02-09,2017-08-25,Public Act . . . . . . . . . 100-0443
NURSE LICENSURE COMPACT,2008-01-17,2009-01-13,Session Sine Die
LANDSCAPE ARCHITECT-LICENSURE,2007-02-08,2009-01-13,Session Sine Die
CONGRATS-INDIANA INSURANCE,2007-03-06,2007-03-07,Resolution Adopted
BLIND EDUC OPTIONS TASK FORCE,2007-05-15,2009-01-13,Session Sine Die
SAFETY-TECH,2007-01-12,2009-01-13,Session Sine Die
STATE FACILITY-MRSA SCREENING,2008-02-07,2009-01-13,Session Sine Die
AUD GEN-HEARTLAND SERVICES,2007-10-10,2009-01-13,Session Sine Die
DCFS-SERVICE PLANS-GOALS,2008-02-15,2009-01-13,Session Sine Die
RENEWABLE ENERGY-WIND-SOLAR,2007-02-22,2009-01-13,Session Sine Die
E85 MARKET EXPANSION PROGRAM,2008-02-15,2009-01-13,Session Sine Die
LANDSCAPE ARCHITECT-LICENSURE,2007-02-08,2009-01-13,Session Sine Die
SAFETY-TECH,2007-01-12,2009-01-13,Session Sine Die
SCH CD-END INTERFUND TRANSFER,2017-01-26,2019-01-08,Session Sine Die
EDUCATION-TECH,2017-02-07,2019-01-09,Session Sine Die
FIRE APPOINTMENT CERTIFICATES,2017-01-24,2017-08-22,Public Act . . . . . . . . . 100-0252
CONGRATS-REP. BARBARA WHEELER,2018-11-26,2018-11-29,Resolution Adopted
SCH CD-TEACHERS-EVALUATIONS,2017-02-09,2019-01-08,Session Sine Die
EDUCATION-TECH,2008-01-16,2009-01-13,Session Sine Die
LIBERTYVILLE BOYS CLUB 75TH,2008-08-11,2008-08-13,Resolution Adopted
4-H DAY AT THE CAPITOL,2007-03-12,2007-03-27,Resolution Adopted
AUD GEN-HEARTLAND SERVICES,2007-10-04,2009-01-13,Session Sine Die
HEALTH-TECH,2007-02-26,2009-01-13,Session Sine Die
BONDS-LOCAL GOV-WASTEWATER,2007-02-06,2009-01-13,Session Sine Die
DISSOL-VIRTUAL CHILD VISITATON,2008-01-03,2009-01-13,Session Sine Die
SEWAGE DISP-EXPRMNTL USE PERMT,2007-08-08,2008-08-14,Public Act . . . . . . . . . 95-0824
WABASH OHIO RIVERS COUNCIL,2007-02-09,2009-01-13,Session Sine Die
INS CD-SERIOUS MENTAL ILLNESS,2018-02-14,2019-01-08,Session Sine Die
METH MANUF-PARENT RTS-ADOPTION,2008-02-14,2009-01-13,Session Sine Die
SCH DISTRICTS OF INNOVATION,2018-02-14,2019-01-08,Session Sine Die
SPECIAL COUNSEL-GA&LOBBYIST,2017-11-08,2019-01-08,Session Sine Die
URGE CONGRESS - FARM BILL,2017-04-03,2017-05-11,Added Chief Co-Sponsor Rep. Tony McCombie
MEMORIAL-WILLIAM SHAW,2009-01-05,2009-01-08,Resolution Adopted
TECH DAY 2007,2007-04-17,2007-05-08,Resolution Adopted
SCH CD-CHI-PRINCPAL EVALUATION,2018-02-16,2019-01-09,Session Sine Die
ENVIRONMENTAL JUSTICE AGENDA,2017-03-28,2017-05-31,Resolution Adopted
MUNI-GREENHOUSE GAS TASK FORCE,2017-02-09,2017-09-15,Public Act . . . . . . . . . 100-0510
ANNIV-IRMA 50TH,2007-07-19,2007-07-20,Resolution Adopted
EPA-PERMITS-POLLUTION CONTROL,2007-01-18,2007-08-20,Public Act . . . . . . . . . 95-0288
DPT AGING-OLDER ADULT SERVICES,2008-02-15,2009-01-13,Session Sine Die
UTILITIES-NET METERING,2008-07-01,2009-01-13,Session Sine Die
SCH DISTRICTS OF INNOVATION,2017-02-09,2019-01-09,Session Sine Die
SUPPORTIVE LIVING WEEK,2008-03-03,2009-01-13,Session Sine Die
EDUCATION-TECH,2007-02-08,2009-01-13,Session Sine Die
ELGIN AREA COC 100TH ANNIV,2008-03-06,2008-03-11,Resolution Adopted
ELECTRONIC SCRAP RECYCLING,2007-01-26,2009-01-13,Session Sine Die
SCH CD-CHI-PRINCPAL EVALUATION,2018-02-13,2019-01-08,Session Sine Die
SAFETY-TECH,2007-02-09,2009-01-13,Session Sine Die
ILLINOIS FINANCE-LOANS-BONDS,2007-01-31,2007-08-27,Public Act . . . . . . . . . 95-0470
CONGRATS-LAKE FOREST ACADEMY,2007-02-08,2007-02-22,Resolution Adopted
EPA-MERCURY THERMOSTATS,2007-02-09,2007-08-27,Public Act . . . . . . . . . 95-0452
DHS-CHILDHOOD WORKFORCE STUDY,2017-02-09,2019-01-09,Session Sine Die
THANKS-SEN. DANIEL BISS,2018-11-13,2018-11-28,Resolution Adopted
URGE CONGRESS - FARM BILL,2017-04-04,2017-05-05,Resolution Adopted
CONSUMER ELECTRONICS RECYCLING,2017-10-24,2019-01-08,Session Sine Die
SAFETY-TECH,2008-02-14,2009-01-13,Session Sine Die
RTA-PLANNING,2007-02-23,2009-01-13,Session Sine Die
ABOVEGROUND TANK TASK FORCE,2007-03-15,2007-06-13,Resolution Adopted 102-000-000
CLEAN COAL-FUTUREGEN,2007-02-09,2007-07-30,Public Act . . . . . . . . . 95-0018
REGULATION-TECH,2008-02-11,2009-01-13,Session Sine Die
SMOKE FREE ILLINOIS ACT,2007-01-11,2009-01-13,Session Sine Die
BROMINATED FIRE RETRD PREV ACT,2008-02-14,2009-01-13,Session Sine Die
COMPOSTABLE BAGS-RETAIL,2017-02-09,2019-01-09,Session Sine Die
CLEAN COAL-FUTUREGEN,2007-02-23,2009-01-13,Session Sine Die
HISTORIC RESOURCE STANDING,2008-02-15,2009-01-13,Session Sine Die
HONORS - A PLACE FOR ME,2008-09-05,2008-09-10,Resolution Adopted
SCH CD-CHIEF SCH BUS OFFICIAL,2008-02-07,2009-01-13,Session Sine Die
RECYCLE-FLUORESCENT LAMPS,2008-05-20,2009-01-13,Session Sine Die
ENVIRONMENT-VEHICLE EMISSIONS,2007-02-08,2009-01-13,Session Sine Die
SCH CD-CONTRACTS-BIDDING,2008-01-17,2009-01-13,Session Sine Die
CONGRATS-NEDSRA 30 YRS,2007-05-23,2007-05-24,Resolution Adopted
STATE GOVERNMENT-TECH,2007-02-09,2009-01-13,Session Sine Die
EPA-RECYCLING PROGRAM,2008-02-14,2009-01-13,Session Sine Die
TOXIC SUBSTANCES CONTROL ACT,2008-04-29,2009-01-13,Session Sine Die
MARRIAGE-VISITS-ELEC COMM,2007-02-27,2009-01-13,Session Sine Die
EPA-RIVER EDGE/RIGHT-TO-KNOW,2007-02-09,2007-08-27,Public Act . . . . . . . . . 95-0454
ENVIRONMENT-VEHICLE EMISSIONS,2007-02-27,2009-01-13,Session Sine Die
STATE GOVERNMENT-TECH,2007-02-08,2009-01-13,Session Sine Die
EDUCATION-TECH,2007-02-26,2009-01-13,Session Sine Die
SCHOOL CONSTRUCTION-BONDS,2008-02-14,2009-01-13,Session Sine Die
EDUCATION-TECH,2017-01-31,2018-11-29,Total Veto Stands - No Positive Action Taken
CONGRATS-CYDNEY FIELDS,2007-02-07,2007-02-08,Resolution Adopted
FORD HEIGHTS COMMUNITY DAY,2018-09-17,2019-01-08,Session Sine Die
UTILITIES-SOURCING AGREEMENTS,2018-01-10,2019-01-08,Session Sine Die
WRK COMP-FIREFIGHTER-EMT,2007-02-08,2009-01-13,Session Sine Die
MERCURY ADDED PRODUCTS BAN,2007-02-08,2009-01-13,Session Sine Die
ABOVEGROUND FUEL STORAGE,2018-02-06,2018-07-27,Public Act . . . . . . . . . 100-0637
SCH CD-EVERY STUDENT SUCCEEDS,2018-02-16,2018-08-23,Public Act . . . . . . . . . 100-1046
PRESCRIBED BURNING-ALLOWANCE,2007-02-22,2007-08-13,Public Act . . . . . . . . . 95-0108
COUNTY JAIL-MEDICAID,2007-02-06,2009-01-13,Session Sine Die
CREDIT UNION ACT-MARKETING,2008-01-17,2009-01-13,Session Sine Die
IFA-URBAN GRANTS,2008-07-25,2009-01-13,Session Sine Die
UTILITIES-VILLAGE-WATERWORKS,2008-04-16,2009-01-13,Session Sine Die
UTILITIES-NET METERING,2008-02-14,2009-01-13,Session Sine Die
SCHOOL CD-PRESCHOOL FOR ALL,2008-01-30,2008-06-30,Public Act . . . . . . . . . 95-0724
JUV CT-APPEALABLE ORDER,2007-02-27,2007-08-14,Public Act . . . . . . . . . 95-0182
MEMORIAL - LORI NEWSHAM,2007-09-18,2007-09-18,Resolution Adopted
SERVICE DOG LICENSE,2017-02-09,2019-01-08,Session Sine Die
EDUCATION-TECH,2007-02-26,2009-01-13,Session Sine Die
CHILD CARE-DAY CARE HOMES-GUNS,2017-01-26,2019-01-08,Session Sine Die
RPT ON LEGIONNAIRES' DISEASE,2017-12-20,2018-03-07,Resolution Adopted as Amended 104-000-001
FORD-HARASSMENT-INVESTIGATE,2018-03-01,2019-01-09,Session Sine Die
SAFETY-TECH,2017-01-24,2019-01-09,Session Sine Die
ALTERNATE FUELS-NOTICE,2008-02-15,2009-01-13,Session Sine Die
GO BONDS-GAMING-CAPITAL PROG,2008-02-14,2009-01-13,Session Sine Die
ABUSE-UMBILICAL CORD TISSUE,2017-02-09,2019-01-09,Session Sine Die
PEN CD-PENSION BUYOUT OPTION,2017-01-25,2019-01-09,Session Sine Die
CRT GLASS - DISPOSAL/STORAGE,2017-02-07,2019-01-09,Session Sine Die
EDUCATION-TECH,2007-02-27,2009-01-13,Session Sine Die
CHILD CARE-EMPLOYER IMMUNITY,2008-01-17,2009-01-13,Session Sine Die
MERCURY ADDED PRODUCTS BAN,2007-02-08,2007-08-13,Public Act . . . . . . . . . 95-0087
EPA-ENFORCEMENT,2018-02-15,2019-01-08,Session Sine Die
DISCRIM AGAINST UNEMPLOYED,2018-02-16,2019-01-08,Session Sine Die
JUV COURT-APPEARANCE-VIDEO,2018-02-05,2019-01-08,Session Sine Die
JUV CT-MINOR-COUNSEL,2008-02-14,2008-08-15,Public Act . . . . . . . . . 95-0846
UTILITY- CYBER SECURITY REPORT,2017-02-09,2019-01-08,Session Sine Die
PRIV SEWAGE/EPA-SRFCE DSCHRG,2007-02-27,2009-01-13,Session Sine Die
PROTECT GREAT LAKES,2008-02-25,2009-01-13,Session Sine Die
TOXIC PREVENTION-RESPONSIBILTY,2007-02-21,2009-01-13,Session Sine Die
CONGRATS - WSANA,2008-03-25,2008-04-17,Added Chief Co-Sponsor Rep. Deborah L. Graham
MRSA DAY,2018-04-24,2018-05-31,Resolution Adopted
REGULATION-TECH,2008-02-14,2009-01-13,Session Sine Die
CHILDREN-TECH,2017-01-24,2019-01-09,Session Sine Die
NORTH SHORE WATER RECLAMATION,2017-02-09,2017-08-04,Public Act . . . . . . . . . 100-0031
PUBLIC UTILITY PROCUREMENT,2017-02-10,2019-01-08,Session Sine Die
CONGRATS - AMY PUGEDA,2008-10-17,2008-11-19,Resolution Adopted
ANIMALS-CHEMICAL CONTAMINATION,2007-02-08,2007-08-30,Public Act . . . . . . . . . 95-0554
STATE GOVERNMENT-TECH,2007-02-26,2009-01-13,Session Sine Die
IMDMA-MODIFY CUSTODY-AGE 16,2008-08-12,2009-01-13,Session Sine Die
SOCIAL WORK MONTH,2017-02-09,2017-03-30,Resolution Adopted
MHDDSA-ONE'S OWN HOME-DEFINED,2018-02-14,2019-01-08,Session Sine Die
LOCAL GOV BANKRUPTCY NEUT EVAL,2018-02-16,2019-01-08,Session Sine Die
REAL ESTATE APPRAISER LIC-MISC,2007-02-21,2009-01-13,Session Sine Die
E85 MARKET EXPANSION PROGRAM,2007-01-30,2009-01-13,Session Sine Die
NET METERING PROGRAMS,2007-02-21,2009-01-13,Session Sine Die
JUV CT-DETENTION SCREENING,2017-02-09,2019-01-09,Session Sine Die
ELECTRONIC RECYCLE-ACCREDIT,2017-02-01,2019-01-09,Session Sine Die
ELECTRONICS RECYCLING-TABLET,2017-02-09,2019-01-08,Session Sine Die
DCFS-ABUSE RPT-SCHOOL EMPLOYEE,2017-02-10,2019-01-09,Session Sine Die
CARE OF STUDENTS WITH DIABETES,2006-12-15,2009-01-13,Session Sine Die
CRT GLASS RECYCLING,2017-02-16,2017-05-04,Resolution Adopted
SCH CD-ANTI-BULLY RESOURCES,2017-02-09,2017-08-18,Public Act . . . . . . . . . 100-0137
PROTECT LAKE MICHIGAN FROM BP,2007-07-19,2007-08-08,Resolution Adopted as Amended
UTILITIES-ACES ACT,2007-02-08,2009-01-13,Session Sine Die
WHEATON 150TH ANNIV,2008-12-17,2009-01-08,Resolution Adopted
SAFETY-TECH,2007-01-22,2009-01-13,Session Sine Die
EDUCATION-TECH,2008-02-15,2009-01-13,Session Sine Die
GLOBAL WARMING RESPONSE ACT,2007-02-08,2009-01-13,Session Sine Die
SCH SAFETY PROTOCOL AWARENESS,2007-10-02,2008-02-22,Resolution Adopted as Amended
EDUCATION-TECH,2007-01-23,2009-01-13,Session Sine Die
COM COL-HEALTH/SAFETY TAX-BOND,2007-02-09,2009-01-13,Session Sine Die
GAS STORAGE ACT-ABOVEGROUND,2007-01-29,2009-01-13,Session Sine Die
CONGRAT-SHAWNEE MUSKIE HUNTERS,2007-08-22,2007-09-04,Resolution Adopted
